title,job_type,city,code,hc,max_salary,min_salary
商业化技术Server负责人- 生活服务履约方向,后端,上海,R272,2,50,25
高级后台开发工程师-飞书,后端,深圳,J32LP,8,50,25
服务端资深研发工程师-国际化社区,后端,北京,VE52,1,80,50
日志服务产品开发工程师,后端,西安,JYKU2,10,50,25
业务平台开发工程师-Salesforce方向-火山引擎,后端,上海,JRLXL,5,50,25
后端研发Leader-IT,后端,北京,JC312,1,50,25
后端研发工程师 — 广告创意中心,后端,上海,JCFQ1,5,40,20
服务端研发工程师（开放平台方向）-抖音,后端,广州,JQDVV,5,50,25
架构工程师-抖音,后端,深圳,JQ3U2,6,50,25
后端研发leader-IT,后端,成都,J6VL2,1,50,25
SRE工程师-Data,后端,杭州,J25G1,10,50,30
抖音安全服务端研发工程师 - 质量架构方向,后端,北京,SKPL,3,50,25
后端研发Leader-飞书企业应用,后端,广州,UV91,5,65,45
几何算法工程师,后端,北京,FG1V,3,50,25
AI-Lab高性能异构计算研发工程师—语音方向,后端,上海,JQFLP,2,50,25
Java高级开发工程师-飞书企业应用,后端,广州,JHAT1,20,30,20
高级后端开发工程师,后端,北京,83NR1,2,50,30
直播后台研发工程师 - 研发质量方向,后端,北京,GGVP,20,60,22
服务端高级架构师-抖音/抖音直播,后端,北京,RQN2,20,100,50
服务端研发（高级）工程师 — 皮皮虾,后端,北京,RQ1S1,5,50,25
Golang研发工程师- 商业变现,后端,上海,MP,30,50,30
后端开发Leader-飞书业务应用,后端,广州,JWKFV,3,60,30
网络加速研发工程师,后端,北京,J4BEV,7,50,20
资深后端开发工程师,后端,北京,JPT6P,1,38,25
商业化计费系统高级研发工程师,后端,北京,8W331,2,60,30
服务端技术负责人-电商方向,后端,杭州,B5H2,12,60,20
游戏服务器端开发工程师-Pico,后端,北京,JUEPV,2,50,20
SRE运维高级开发工程师-抖音/抖音直播,后端,深圳,XV7V,10,50,25
RPC、Service Mesh研发工程师,后端,北京,JEKD1,2,50,25
后端研发工程师-产品商业化支撑-火山引擎,后端,北京,JV2LP,1,50,25
后端开发工程师-抖音,后端,武汉,YD22,5,45,20
业务架构研发工程师（安全方向）-今日头条,后端,深圳,JAT5P,10,40,20
电商业务中台架构师,后端,北京,JH18P,1,70,50
aPaaS架构师,后端,北京,JPDV,10,70,25
后端架构师（成都）,后端,成都,59V,3,100,40
后端研发工程师-国际化电商,后端,深圳,J2M81,10,40,20
Java开发leader - 商业化产品,后端,杭州,9SAP,1,70,40
资深后端研发工程师-电商售后中心,后端,上海,NUE1,30,45,35
服务端研发工程师-生活服务,后端,成都,N3JV,10,60,27
后端研发工程师-抖音电商商家与运营,后端,上海,JRD2P,5,45,20
服务端安全开发工程师,后端,北京,RAR1,1,40,20
游戏网络优化专家,后端,北京,JGUSP,5,50,20
后台核心研发工程师-抖音,后端,北京,J47EV,10,50,25
后端开发工程师（安全方向）-飞书企业应用,后端,成都,UC9V,10,60,20
游戏安全高级后台研发工程师,后端,深圳,KSCP,10,50,25
后端研发工程师-国际化电商运营平台,后端,上海,4.50E+03,30,45,35
服务端开发工程师-零代码/低代码平台,后端,武汉,RSFF1,5,40,20
 Web后端开发工程师,后端,北京,RWBH1,3,40,20
大数据工程师/架构师-生活服务,后端,杭州,4G9V,10,50,30
资深服务端开发工程师 — 视频会议,后端,上海,R1V1,5,50,25
服务端资深/高级研发工程师 - 今日头条-浏览器,后端,深圳,JDRXL,20,40,20
Java开发工程师 - 通信中台,后端,北京,RUTQ1,5,40,25
资深/高级研发工程师-资金安全方向-国际化短视频（上海/杭州）,后端,杭州,5FQV,5,70,30
后端开发工程师-飞书文档-云表格,后端,深圳,3FCV,10,60,30
服务端研发leader-行业开放,后端,杭州,J1TU2,1,50,20
"Backend Software Engineer, Business Integrity",后端,新加坡,RQGV,5,13000,6500
资深后端研发工程师-服务中台-上海,后端,上海,JK8CV,5,60,40
后端开发工程师（安全方向）-飞书人力套件,后端,成都,JXN9V,10,60,20
资深后端开发工程师 - Meego,后端,北京,JMQ2,2,70,25
小荷健康技术leader,后端,北京,FWCP,1,120,70
服务端Leader—抖音公益,后端,上海,UN9V,1,70,50
服务端研发工程师-百科和问答,后端,北京,PAV,10,50,25
"Tech Lead (Distributed Database), Data Platform",后端,新加坡,JS8QP,3,20000,10000
分布式存储产品化开发工程师,后端,上海,7KU2,10,50,25
后端开发工程师-飞书表格,后端,深圳,YVU2,10,60,30
搜索架构工程师,后端,北京,DJH1,10,50,25
平台研发工程师/专家-视频云,后端,北京,J3UTP,10,50,25
后台核心研发工程师 — AI产品方向,后端,北京,HTP1,2,50,25
资深后台研发工程师-直播中台,后端,杭州,V7J1,10,50,25
AIDD/CADD研究员/工程师,后端,北京,JTFAV,1,150,80
【成都】高级/资深后端研发工程师 - aPaaS 方向,后端,成都,JXWGV,1,80,40
高级服务端研发工程师-抖音开放平台,后端,杭州,JR8KV,5,60,30
后端开发工程师-飞书文档,后端,深圳,JXECV,3,60,30
资深后台开发工程师-飞书,后端,深圳,9MK1,3,50,25
后端研发工程师-国际化方向,后端,北京,8MRS1,5,35,20
直播后台研发工程师 - 研发效率方向,后端,北京,JP6VP,20,60,22
后端开发工程师,后端,成都,JQ1L2,2,40,20
后端开发（高级）工程师 -内容安全,后端,深圳,KWW1,3,50,25
Java开发工程师-供应链方向,后端,北京,JGYA2,1,60,30
后端开发高级工程师-搜索架构方向 ,后端,北京,JPFR1,2,40,20
Java开发工程师 - 商业化研发,后端,上海,JET61,30,50,30
服务端开发工程师 - 风险治理,后端,广州,R5RK1,5,60,30
后端开发工程师-电商业务,后端,杭州,J3A1V,5,60,30
后端研发工程师-电商广告,后端,北京,J46V,2,60,30
服务端资深/高级研发工程师-创新业务,后端,深圳,JF27V,1,40,20
运维开发工程师 - 飞书,后端,北京,GRKP,5,50,25
java后端开发工程师-投资管理-飞书企业应用,后端,深圳,JB7GP,10,30,15
后端架构师-教育,后端,北京,RR8K1,1,50,30
AIOps 研发工程师,后端,北京,BYK1,3,40,20
服务端开发工程师-飞书开放平台-基础服务,后端,杭州,LU21,5,60,30
服务端研发leader-抖音行业开放,后端,深圳,2XU2,1,80,40
资深后端研发工程师-抖音电商营销中台,后端,北京,JJ1QL,8,45,35
账户安全基础架构工程师,后端,深圳,UKL1,10,70,35
高级服务端研发工程师-行业开放,后端,杭州,SAU2,5,50,20
云原生后端研发工程师-火山引擎,后端,北京,4JT1,3,60,20
搜索业务研发工程师,后端,北京,JWRS1,5,40,20
CDN高级研发工程师-智能调度,后端,杭州,J7SJ1,10,50,30
Java开发架构师,后端,北京,RW5L1,10,50,25
后台开发工程师-飞书文档,后端,广州,J3LNP,5,50,25
后端研发工程师-国际化电商开放平台,后端,上海,CMCV,20,45,35
云原生后端研发工程师-火山引擎,后端,深圳,JC5T1,3,50,20
后端开发工程师-飞书企业应用,后端,深圳,5YR1,10,30,20
ToB基础架构工程师——火山引擎,后端,北京,V5V,2,40,20
后端高级开发工程师-抖音/抖音直播,后端,北京,J1Y62,40,80,30
资深后端研发工程师-电商售后中心,后端,北京,JVK71,5,45,35
飞书-业务套件架构师,后端,北京,RPWM1,5,100,50
后端开发工程师-飞书文档-稳定性方向,后端,深圳,JXGNV,5,60,30
服务端核心研发高级/资深工程师 — Growth研发,后端,深圳,RS831,15,50,25
资深后端研发工程师-供应链 ,后端,北京,J8R62,1,60,30
推荐系统开发（高级）工程师 ,后端,北京,EA31,3,40,20
后台研发工程师 - 重庆 - 懂车帝,后端,重庆,JKLPP,1,25,15
国际支付系统研发工程师 - To B方向,后端,北京,ADUV,15,50,30
服务器端开发工程师 — 流媒体传输,后端,北京,J3QM1,6,50,30
后端架构师（IDaaS/IAM方向）-飞书业务中台（上海）,后端,上海,DTUV,2,70,30
钱包支付后台研发工程师-抖音/直播,后端,北京,J8991,20,60,23
JAVA开发工程师,后端,杭州,85NJ1,1,60,35
资深后端研发工程师-电商供应链物流,后端,杭州,JDD81,10,45,35
后端开发工程师-AIOps方向,后端,上海,71VV,5,40,30
后端研发leader — 风控方向,后端,北京,JNSWP,1,80,40
后端开发工程师/架构师-飞书稳定性,后端,北京,J3USL,7,60,30
音视频服务端资深/高级研发工程师 - 今日头条,后端,深圳,J7VXL,20,40,20
高级运维开发工程师 - AIOps方向 ,后端,杭州,URPL,3,40,20
服务端高级研发工程师-国际化产品,后端,上海,JWAW2,5,80,50
后端开发工程师-飞书文档-基础架构方向,后端,深圳,JHTNV,5,60,30
后端研发工程师-火山引擎,后端,上海,JRGP2,1,50,25
后端开发工程师-上海,后端,上海,JV3LL,5,60,25
高性能计算架构工程师-科学计算方向,后端,杭州,7SBV,3,50,20
服务端leader-幸福里,后端,北京,JEH4P,4,80,40
Web后台研发工程师-ToB业务,后端,北京,V7U1,5,40,20
系统研发工程师-主机网络,后端,上海,85KD1,2,40,20
研发工程师 — 质量保障方向,后端,北京,82SH1,10,40,20
计算机视觉算法工程师,后端,上海,E5VP,2,70,30
地理位置中台方向工程师,后端,北京,RDVM1,1,50,30
云原生后端研发工程师（mesh 方向）-火山引擎,后端,深圳,JA5NV,1,50,20
后端架构师-飞书业务应用,后端,广州,8U1H1,5,60,30
java后端开发工程师-数据工程,后端,北京,69KP,3,60,30
后端研发工程师 - 抖音/直播,后端,北京,2TQP,15,60,30
后端研发工程师-直播质量效能方向,后端,北京,J1DSV,8,60,30
后端技术负责人-抖音支付,后端,深圳,SU3L,2,150,80
资深后端研发工程师-抖音电商风险治理平台,后端,上海,JB6LL,2,3545,36
数据平台 — 数据传输平台高级工程师,后端,上海,JTLQ1,3,40,20
高级后端开发工程师-客户增长,后端,北京,HBKV,3,60,40
视觉后端研发工程师 - To B 方向,后端,深圳,JTURP,5,50,25
后端研发工程师-火山引擎,后端,北京,L2LP,1,50,25
服务端研发（高级）工程师 - 音乐,后端,上海,82C1,5,50,25
服务端Leader-音乐,后端,上海,J68E2,2,70,50
后端开发工程师-飞书架构方向,后端,深圳,JW291,3,60,25
资深后端开发工程师-飞书人力套件,后端,上海,FAC2,1,70,35
服务端研发工程师-推荐系统,后端,北京,JEMGV,2,40,20
后端研发工程师-国际化电商,后端,广州,JUKS2,10,40,20
基础架构(高级)研发工程师-多媒体处理,后端,北京,RTDK1,10,50,25
实时传输网络研发工程师 ,后端,上海,J7KYV,4,60,20
资深后端研发工程师-电商C端营销,后端,北京,JCWCV,20,45,35
Linux内核研发工程师,后端,深圳,WWQL,2,40,20
（资深）后端研发工程师-飞书商业化研发-EA BOSS,后端,北京,JJPNV,10,60,20
用户增长服务端研发工程师,后端,北京,JS6MP,15,50,20
流量反作弊工程师,后端,北京,J1KS1,2,50,30
（资深）后端开发工程师-飞书企业应用（深圳）,后端,深圳,J9QLP,10,40,20
SRE运维研发工程师,后端,深圳,JWW8P,10,44,22
后端研发工程师-流量业务,后端,北京,34PV,2,50,25
架构后端研发工程师-短视频,后端,上海,M6QP,10,50,25
后端开发高级工程师-数据平台,后端,上海,JATN1,5,50,30
服务端架构师-飞书开放平台,后端,杭州,TFN2,2,60,30
云数据库研发工程师 — RDS MySQL,后端,北京,8FAP1,3,40,20
后端研发工程师 - 广告度量,后端,上海,JKWF1,5,30,20
资深后端研发工程师-电商治理平台,后端,上海,PK81,10,45,35
广告后端开发工程师-Ads Infra,后端,北京,JQ742,5,40,20
大数据后端研发工程师 - 用户增长数据应用,后端,上海,RDKX1,2,40,20
基础架构(高级)研发工程师 — 多媒体智能,后端,北京,JUXK1,10,50,25
后端研发Leader-电商供应链与物流,后端,上海,MNAV,3,65,45
后端开发leader-飞书人力套件（北京）,后端,北京,Q7C2,3,80,40
Java开发工程师-飞书企业应用,后端,杭州,X4F2,2,45,30
Java框架研发工程师,后端,上海,BUN1,2,50,25
后端开发工程师-飞书企业应用,后端,北京,7KW2,20,40,20
SoC系统性能工程师,后端,杭州,J896V,6,40,20
游戏网络加速工程师,后端,深圳,6DP2,10,60,30
底层优化算法工程师 — AI Lab,后端,北京,J4T21,3,50,25
后台开发工程师-飞书,后端,深圳,LEVP,10,40,20
高级后端开发工程师-平台方向,后端,北京,DM81,5,55,22
策略架构专家-电商广告行业,后端,上海,YP8P,1,60,40
PaaS平台研发工程师 — 云计算方向,后端,北京,R5EQ1,6,60,30
业务平台开发工程师-Salesforce方向-火山引擎,后端,北京,BEXL,5,50,25
后端开发工程师-飞书文档,后端,广州,JP4CV,3,60,30
服务端架构师-客服中台,后端,北京,CGC1,30,50,20
资深服务端开发工程师-抖音电商-交易,后端,上海,VDXP,10,40,20
后端开发工程师-飞书文档-知识库,后端,深圳,JSFCV,20,60,30
高级运维开发工程师 - AIOps方向 ,后端,上海,RRPL,3,40,20
游戏服务端开发工程师,后端,深圳,FJW1,10,40,20
国际支付架构研发工程师,后端,北京,839R1,1,40,20
高级服务端研发工程师—抖音开放能力,后端,深圳,J8S5V,20,80,30
后端研发工程师-抖音电商治理平台,后端,上海,RHGS1,2,45,20
后端研发工程师-供应链,后端,杭州,EALP,2,60,30
后端开发leader-飞书,后端,广州,JLG71,1,80,40
高级后端开发工程师-生活服务,后端,杭州,VNLL,5,50,30
UE4高级研发工程师,后端,北京,BC1V,5,60,30
资深后端研发工程师-直播内容创作-抖音/直播,后端,北京,JJ18V,10,60,40
高级Java开发工程师 - 创新空间-飞书企业应用,后端,北京,JAXX2,2,40,20
高级前端开发工程师-智能创作,后端,成都,JGNML,10,50,25
后端开发工程师-飞书文档-基础架构方向,后端,广州,J8CNV,5,60,30
数据库管理平台开发工程师,后端,杭州,S6849,5,40,20
数据传输服务开发工程师,后端,杭州,X1210,5,40,20
云计算产品研发工程师—弹性编排方向,后端,成都,B1104,5,50,25
云计算IaaS高级研发工程师,后端,成都,I3025,5,50,25
光网络管控系统研发工程师,后端,杭州,V9702,2,60,30
网络验证工程师,后端,杭州,T6553,2,60,30
网络验证工程师,后端,北京,T6305,2,60,30
后台开发工程师 — -数据平台,后端,北京,RNCP1,3,46,23
广告创意资深研发,后端,上海,L6W1,1,60,30
高级后端研发工程师,后端,北京,JSD41,5,50,25
服务端研发工程师-集群管理,后端,北京,NYLP,5,50,23
后端研发工程师-广告电商方向,后端,杭州,JJ4LP,10,50,25
海外算法工程负责人-穿山甲,后端,上海,JRBTP,1,60,40
服务端研发工程师-小荷健康（杭州）,后端,杭州,JW3WP,20,40,20
后台开发架构师—飞书,后端,广州,85FD1,8,60,30
高级后端开发工程师 — 行为分析方向,后端,北京,J3SK1,10,50,30
高级后端研发工程师,后端,北京,JTDR1,5,50,25
广告算法架构工程师-Ads Infra,后端,北京,JQBB1,10,40,20
后端研发Leader-智能内容推荐平台-火山引擎,后端,北京,J5LHP,1,70,40
推荐后端开发工程师-抖音,后端,北京,JL2V2,5,60,30
服务端研发工程师 — 终端技术,后端,北京,RA9F1,5,30,15
资深研发工程师-风控方向,后端,北京,R1RD1,8,60,30
后台开发工程师 - SaaS业务 - 懂车帝,后端,北京,6GUP,5,60,30
资深后端研发工程师-电商B端治理,后端,杭州,JUR71,10,45,35
服务端(高级)研发工程师,后端,上海,6RJ1,10,40,20
后端开发高级工程师-数据平台,后端,北京,Q6T1,10,50,25
后台开发工程师,后端,上海,TYGP,10,50,30
后端开发工程师-飞书零代码/低代码团队-Growth,后端,杭州,PSR1,10,60,30
广告后端开发工程师 - 平台方向,后端,北京,5PMP,10,50,25
后端开发工程师-Data&AILab,后端,北京,84DD1,50,35,25
边缘计算资深PaaS研发工程师,后端,杭州,RG3J1,10,50,30
服务端（高级）开发工程师-内容安全/音乐,后端,深圳,J14W1,5,60,30
后台高级开发工程师 - 剪映,后端,深圳,8XE31,6,50,25
PCDN服务端开发工程师,后端,北京,J12A1,6,50,25
广告算法架构工程师-Ads Infra,后端,上海,Y471,5,50,25
高级服务端开发工程师 — 教育业务,后端,深圳,JJ8M1,5,40,20
服务端技术专家-飞书视频会议,后端,上海,JFL8P,3,80,50
后端开发工程师(商业化产品)-飞书企业应用,后端,北京,J6MVP,6,50,30
AI-Lab 语音系统工程师,后端,上海,J9KH1,2,80,40
音视频实时通信开发工程师,后端,上海,8FCQ1,5,50,25
高级后端研发工程师-广告数据方向,后端,杭州,J9QPP,10,50,30
SRE开发工程师,后端,上海,8KGD1,2,35,25
后端开发工程师(企业服务)-飞书人力套件,后端,北京,XGG1,5,60,30
游戏安全后台研发工程师,后端,深圳,JKSCP,10,50,25
AI-Lab高性能异构计算研发工程师—语音方向,后端,深圳,JXYSP,5,60,30
大数据工程师,后端,北京,J5MQ1,3,40,20
后端研发架构师,后端,北京,P4V1,5,50,30
直播CDN/实时通信SRE工程师,后端,上海,JQAQ1,5,50,25
后台开发工程师 - 剪映,后端,三亚,JE38P,7,50,25
技术解决方案工程师 — 国际化广告业务,后端,上海,JBEXP,1,45,25
广告投放架构工程师-Ads Infra,后端,上海,JAB71,5,50,25
后端研发工程师-抖音电商,后端,上海,DVHP,20,35,26
服务端开发工程师 — 成人与创新,后端,北京,RT3Q1,1,40,20
高级/资深Java开发工程师-飞书企业应用,后端,北京,822S1,5,40,25
后端开发工程师 — 视频架构,后端,北京,RMFR1,5,40,20
广告算法架构高级工程师-Ads Infra,后端,北京,JJN81,1,70,40
数据库产品开发工程师,后端,杭州,VV6P,10,60,25
后端开发工程师-Data&AILab,后端,上海,R4HD1,50,35,25
网络研发工程师-光网络管控方向,后端,杭州,Q9P2,2,60,30
后台核心研发工程师-抖音（北京/成都/杭州/深圳/上海）,后端,北京,R5WD1,100,50,25
后端研发Leader(商业化产品)-飞书企业应用,后端,北京,PA31,5,65,35
高级后台开发 — 抖音/火山,后端,深圳,8LB31,6,50,25
广告研发负责人-穿山甲,后端,上海,8C3J1,1,50,30
数据库DBA工程师,后端,杭州,J9B6P,5,60,25
后台研发工程师,后端,上海,2QL1,5,40,20
云计算技术负责人/架构师,后端,上海,J73PP,2,50,35
服务端研发工程师-DevOps,后端,北京,JBBT1,10,50,23
高级后端研发工程师 - 抖音,后端,北京,JV1L1,3,50,25
后端研发工程师,后端,北京,R8G1,10,60,30
游戏服务器开发工程师-绿洲-朝夕光年,后端,北京,RTAH1,1,35,22
抖音高级服务端研发工程师-开放能力,后端,深圳,RHRW1,20,40,20
流媒体实时处理架构师,后端,北京,JL6W1,3,60,40
后端高级开发工程师-飞书人力套件,后端,深圳,J113P,20,50,25
AI-Lab后台开发工程师,后端,上海,JSMQ1,4,40,20
服务端开发工程师-教育Prek,后端,上海,R6RP,20,50,25
资深后台开发工程师-飞书,后端,深圳,A1LP,3,60,30
资深后端开发工程师/架构师-飞书企业应用,后端,北京,RA31,20,50,25
实时计算研发平台负责人,后端,上海,WU71,5,50,30
后端开发工程师(业务中台)-飞书人力套件,后端,北京,JFVY1,5,60,30
分布式系统工程师-国际化短视频,后端,上海,48BP,10,60,30
后端开发工程师 - 用户画像方向,后端,上海,RAK1,10,40,20
云计算IaaS产品高级后端工程师,后端,杭州,8J6F1,10,50,25
后端开发工程师-飞书人力套件,后端,上海,JXU2P,20,50,25
资深后端开发工程师/架构师-飞书人力套件,后端,上海,JBUVP,1,70,35
大数据研发工程师,后端,北京,RRNR1,2,50,30
服务端/后台开发工程师 - 抖音（杭州）,后端,杭州,R2F51,20,60,30
机器学习系统工程师——AI-Lab语音方向,后端,北京,R8PM1,4,40,20
大数据统计分析（高级）工程师,后端,上海,8KCK1,3,40,20
资深后端研发工程师（平台研发）,后端,杭州,JPE81,3,60,40
服务端研发（高级）工程师 —  教育,后端,北京,JCXL1,5,50,25
服务端高级架构师,后端,上海,2W3P,20,80,40
AML 机器学习系统SRE工程师,后端,北京,7FFP,5,50,20
高级C++开发工程师-飞书视频会议,后端,上海,J7KN1,5,80,30
推荐架构工程师-电商,后端,上海,D7XP,5,50,25
后端研发工程师-火山引擎,后端,北京,JP3K1,5,60,40
服务端高级工程师 — 大数据,后端,上海,RFT31,10,40,20
投放系统资深研发工程师,后端,深圳,R8931,15,52,26
服务端研发工程师-APM,后端,北京,5T12,4,40,20
数据服务专家-Data-数据机器人,后端,杭州,JTKK2,8,70,25
后台研发工程师 — 直播,后端,北京,811K1,10,50,25
后端研发专家-Data-数据机器人,后端,杭州,JA8K2,5,70,35
后台研发高级工程师 - 懂车帝,后端,北京,RD1S1,5,45,25
平台研发工程师,后端,北京,RYSH1,10,40,20
服务端研发（高级）工程师 — 学浪,后端,北京,YXC1,5,50,25
后端研发工程师 — 游戏方向,后端,深圳,N9H1,5,40,20
国际化广告投放工程师,后端,上海,A7U2,5,50,25
SDN高级研发工程师,后端,上海,JLBKP,5,50,30
广告系统架构负责人-Ads Infra,后端,上海,JTL5P,1,120,60
资深后端研发工程师 — 广告系统,后端,深圳,J7XC1,10,70,40
基础架构工程师 — 抖音/火山,后端,深圳,JPKS1,5,50,25
后端(高级)研发工程师——视频云解决方案,后端,北京,R7EK1,10,60,25
云原生存储开发工程师,后端,北京,8GDK1,10,50,25
平台后端研发工程师-国际直播,后端,北京,42V2,20,60,30
资深后台研发工程师--国际化广告,后端,深圳,RNSG1,5,60,30
后台开发Leader,后端,杭州,6HB1,2,100,50
资深国际广告平台研发工程师,后端,北京,HUT1,5,80,30
服务端资深/高级研发工程师-今日头条/西瓜视频/小说,后端,深圳,AR91,10,40,20
后端研发工程师,后端,北京,3D41,5,50,25
广告投放架构高级工程师-Ads Infra,后端,北京,5N81,2,80,40
资深 Android ROM 研发-飞书视频会议,后端,上海,Y7TP,2,50,30
高级后端研发工程师,后端,北京,8JMQ1,3,40,20
抖音直播服务端核心研发工程师-内容安全,后端,深圳,XD71,8,40,20
基础库研发工程师-语言团队,后端,杭州,JP6G1,10,60,30
后台核心研发工程师 — 抖音短视频,后端,成都,EW51,10,50,25
服务端（高级）开发工程师-音乐,后端,杭州,RAUP,10,70,30
服务端开发工程师,后端,南京,81CH1,10,40,20
高级系统架构师,后端,深圳,QNJP,1,90,65
Linux内核高级研发工程师,后端,上海,REFD1,5,50,30
服务端Leader-成人与创新,后端,北京,VEMP,30,80,60
技术解决方案高级工程师 — 国际化广告业务,后端,上海,J8K32,1,80,40
后端开发工程师/高级开发工程师—业务中台,后端,上海,8FBP,10,50,25
业务架构高级工程师-多机房,后端,上海,J5YY1,10,50,25
资深后端研发工程师-广告系统,后端,杭州,JYQD1,15,60,30
商业化质量中台研发专家,后端,北京,L6A1,3,40,20
高级国际广告平台研发工程师,后端,北京,JRA81,2,40,20
边缘视图（高级）研发工程师,后端,上海,MX4P,2,50,25
策略架构工程师-电商广告行业,后端,上海,UMTP,3,50,25
SRE工程师,后端,北京,R32X1,2,40,20
后端研发工程师-钱包支付-抖音/直播,后端,北京,JJ7WP,10,60,30
后端开发工程师-指标平台方向,后端,北京,J13K1,2,50,30
后台核心研发工程师 - 国际化直播,后端,深圳,RAHP,6,50,25
服务端（高级）开发工程师 — 直播方向,后端,北京,8GYM1,5,50,25
AI-Lab机器学习系统工程师 —语音方向,后端,上海,JJAVP,2,50,25
资深后端开发工程师(企业服务)-飞书业务应用,后端,北京,SGG1,5,80,40
服务端开发工程师-抖音电商,后端,上海,9BTP,2,50,25
后台研发工程师--国际化广告,后端,深圳,R2QG1,10,40,20
服务端leader-线索中台,后端,上海,ME42,1,80,50
后台研发工程师（直播）-抖音/抖音火山版,后端,杭州,J6PK1,20,40,20
大数据高级架构师,后端,杭州,N3J1,10,50,30
后台开发工程师-飞书,后端,杭州,SAWP,10,40,20
后台开发工程师 — 广告系统,后端,深圳,RWW31,20,40,20
系统架构师-内容平台,后端,北京,JYCRP,5,70,40
平台开发工程师,后端,北京,R7SH1,10,40,20
高级后端开发工程师-互联网信贷风控,后端,北京,JVM4P,10,60,30
服务端(高级)研发工程师 - 基础组件,后端,杭州,CDFP,3,60,30
资深边缘计算系统工程师,后端,上海,JUFVP,5,60,30
Backend Software Engineer,后端,山景城,R4JH1,3,20,10
流媒体开发工程师,后端,北京,RMNQ1,5,50,25
后端研发工程师-用户画像,后端,北京,J1PP2,3,60,40
后端开发工程师 --番茄小说,后端,上海,J9YPP,10,50,25
广告后端架构负责人,后端,北京,PVY2,3,50,30
后端开发工程师-幸福里,后端,北京,83Y61,5,60,30
资深后端研发工程师（平台研发）,后端,成都,MV52,3,60,40
服务端开发高级工程师,后端,南京,8V7F1,10,50,30
高级服务端开发工程师,后端,北京,RC3Q1,5,40,20
后端研发leader-商家与运营方向（抖音电商）,后端,北京,W7SP,2,65,45
后端开发工程师,后端,深圳,JNFFP,6,40,20
国际支付架构研发工程师,后端,深圳,CPH1,10,50,25
资深后端开发工程师-直播/实时通信 ,后端,北京,8MNQ1,5,50,25
后台研发工程师-国际直播,后端,北京,CV3P,30,60,30
高级后端研发工程师 - 内容安全平台,后端,上海,CD81,8,50,25
后端开发高级工程师-EMR/大数据云平台,后端,杭州,JBUJP,10,70,30
服务端架构师 — 西瓜视频,后端,上海,8A6F1,10,60,30
AI-Lab 语音研发工程师 — 数据平台方向,后端,北京,P6Q1,3,50,25
投放研发工程师-抖音变现,后端,上海,65GP,8,40,20
服务端研发（高级）工程师 - 音乐,后端,深圳,JB9Y1,6,50,25
边缘计算-中间件方向,后端,杭州,J8F3P,10,50,30
后端开发工程师-智能客服方向,后端,北京,EG2P,2,55,30
资深网络研发工程师,后端,北京,JC6R1,2,50,25
后台研发工程师 — 风控方向,后端,深圳,R4MR1,10,50,25
安全后台研发工程师,后端,广州,JVF8P,10,60,30
服务端开发leader-飞书开放平台,后端,杭州,UWM2,10,80,40
高级后端开发工程师-资金中台,后端,杭州,JEQCP,5,50,30
音视频实时通信专家,后端,北京,RWRL1,5,40,20
网络（高级）研发工程师,后端,上海,J7922,2,50,35
后端开发工程师-AML机器学习平台,后端,北京,X55P,10,35,25
基础平台后端研发工程师,后端,北京,V621,2,40,20
后端开发工程师 - 用户画像方向,后端,北京,RP3K1,5,50,30
后台开发工程师-飞书,后端,深圳,KFT1,10,40,20
网络研发工程师-交换机研发方向,后端,杭州,7AP2,2,60,30
音视频实时通信开发工程师 - 飞书,后端,北京,RVCQ1,5,50,25
后台开发工程师-营销中台,后端,深圳,JDYYP,10,50,25
后端开发（高级）工程师,后端,北京,M7V1,3,40,20
资深服务端开发工程师 - 抖音（杭州）,后端,杭州,JDQF1,10,60,30
客服平台后端研发工程师-电商,后端,上海,H9AP,14,50,25
广告投放架构工程师-Ads Infra,后端,北京,JDBP1,2,40,20
SRE 工程师-国际化直播,后端,北京,JKFDP,20,70,40
软件工程师（云原生）,后端,成都,JEPT1,1,40,20
服务端技术负责人 - 短视频（​平台业务方向）,后端,上海,J7R3P,5,80,40
后台开发工程师-Client Infra,后端,广州,JYFVP,5,40,20
分布式存储产品化开发工程师,后端,西安,GW22,10,50,25
AI-Lab语音研发工程师 — 服务架构方向,后端,北京,JYPS2,3,50,25
抖音服务端技术负责人,后端,深圳,JWJ1P,2,60,30
后端研发工程师——建站平台方向,后端,上海,J4DT1,2,40,20
后台高级研发工程师 — 抖音,后端,北京,JYGYP,40,60,25
服务端leader-抖音,后端,北京,MBGP,2,70,50
后端Leader - 飞书北京,后端,北京,CCFP,1,120,80
边缘接入（高级）研发工程师,后端,上海,JHX4P,2,50,25
Java开发高级工程师,后端,上海,JCUW1,5,50,30
广告投放高级开发工程师—创意投放方向,后端,上海,X6F1,5,40,20
高级爬虫工程师,后端,杭州,JJ7GP,5,55,25
服务端研发工程师（企业产品）-智能创作,后端,深圳,YVDP,5,50,25
高级研发工程师 — 云通信方向,后端,北京,QLTP,3,40,20
服务端研发工程师——小荷健康,后端,北京,CNA1,20,50,20
服务端高级开发工程师 - 抖音（杭州）社区安全,后端,杭州,283P,10,50,25
数据仓库工程师-AI Lab,后端,北京,59BP,4,40,20
运维工程师-供应链金融,后端,北京,K4M2,1,40,20
服务端(高级)研发工程师,后端,北京,JKVJ1,5,45,25
