title,job_type,city,code,hc,max_salary,min_salary
交易平台服务端工程师-生活服务,后端,北京,J8D9L,5,60,30
后端开发工程师-流量优化,后端,上海,8DJM1,5,50,30
后端研发工程师 - 懂车帝,后端,北京,JUJML,3,50,20
交付工程师（后端方向）-飞书（深圳）,后端,深圳,QCMV,6,40,20
网络验证工程师,后端,上海,W4050,2,60,30
平台研发工程师,后端,北京,J9FN2,10,40,20
服务端高级开发工程师-Pico,后端,北京,JGQEV,5,65,35
SoC系统性能工程师,后端,上海,GFCV,5,30,20
业务架构技术负责人,后端,上海,E7127,2,75,45
后端研发leader-抖音电商营销,后端,北京,FL,1,65,45
后端研发工程师-数据产品方向,后端,上海,RRAK1,10,40,20
资深广告研发方向负责人,后端,上海,JR3V1,1,100,50
服务端研发工程师-DevOps 度量方向,后端,北京,C3232,10,50,25
光通信系统研发工程师,后端,深圳,O7853,2,60,30
后端开发工程师-飞书业务架构,后端,深圳,JXMCL,5,50,25
后端研发工程师 — 风控方向,后端,北京,EM9P,5,50,25
高级后端开发工程师,后端,北京,DFML,5,50,25
后端开发工程师/架构师-飞书稳定性,后端,深圳,JFQBV,3,60,20
服务端（高级）研发工程师-游戏增长营销,后端,上海,BT41,10,50,25
后端开发工程师-飞书业务中台（北京）,后端,北京,J6MEV,5,50,25
平台治理资深后端工程师-生活服务,后端,成都,U8031,2,80,50
高级后端开发工程师-AML,后端,杭州,J7152,10,50,20
IDaaS服务端负责人,后端,深圳,R3166,1,80,40
后端研发工程师-国际化电商,后端,上海,JDEJV,5,32,20
服务端开发（高级）工程师,后端,上海,J2TLP,10,60,25
服务端研发工程师-公立医院SaaS业务,后端,北京,J626L,5,50,25
服务端开发工程师-飞书开放平台-iPaaS方向,后端,杭州,R99S1,3,60,30
边缘计算-云原生研发工程师/技术专家,后端,上海,JPNEV,5,70,30
AI-Lab 模型编译优化研发工程师-语音方向,后端,上海,JFFKL,1,60,30
后端研发工程师-运营中台-抖音/直播,后端,杭州,U5020,4,60,30
服务端开发工程师-零代码/低代码平台,后端,北京,JGYA1,5,40,20
后端开发工程师-巨量引擎开放平台,后端,上海,EVKL,5,45,20
SRE运维工程师-飞书,后端,北京,DFKP,5,50,25
后端工程师 —— 算法工程 ,后端,北京,MQVV,5,50,25
后台开发工程师-剪映,后端,北京,JS8V,7,50,25
UE4研发工程师,后端,上海,JGTFL,5,50,25
游戏服务器端开发工程师,后端,上海,6P8V,10,60,25
后端开发工程师-飞书文档-系统可靠性方向,后端,深圳,JYLAV,10,60,30
服务端工程师-抖音公益,后端,北京,SDGL,5,50,25
（资深）后端开发工程师-飞书商业化研发-EA customer 360,后端,北京,Y3BV,5,60,30
后端研发工程师-国际化电商C端,后端,深圳,SUAL,10,40,20
数据工程负责人,后端,上海,4FJL,1,50,25
资深ES搜索开发工程师,后端,北京,JGCK1,3,60,40
服务端开发leader-零代码/低代码平台,后端,杭州,JR15V,5,60,30
后端高级研发— 风控方向,后端,北京,JVK9P,1,60,30
光通信系统研发工程师,后端,北京,E8481,2,60,30
高级后端研发工程师-商业化技术,后端,上海,J7WSV,2,50,25
边缘计算镜像研发工程师,后端,北京,9MLL,7,50,20
边缘计算存储SRE工程师,后端,杭州,J2841A,5,60,30
Java高级开发工程师 - 数据资产方向,后端,北京,C5692,3,80,30
SRE工程师/专家-飞书,后端,深圳,JAVPL,6,40,20
商业生态安全后端开发工程师,后端,北京,JERUP,10,60,30
资深后端研发工程师-抖音电商营销中心,后端,杭州,F9001,10,45,35
服务端高级开发工程师-Pico,后端,北京,J4PEV,5,60,30
几何算法工程师,后端,上海,65FL,3,50,25
服务端研发工程师,后端,北京,I4608,20,60,30
后端开发架构师,后端,北京,L7ML,10,50,25
异构计算架构师,后端,上海,N6CV,5,40,20
数据仓库开发工程师-住小帮,后端,北京,8JEV,4,50,25
CDN 高级架构师,后端,杭州,R2SJ1,5,60,35
服务端开发工程师-飞书开放平台-开发者工具,后端,杭州,J7JW2,3,60,30
光网络管控系统研发工程师,后端,上海,R3310,2,60,30
Java高级开发工程师 - 数据资产方向,后端,上海,H8184,3,80,30
后端leader-架构方向,后端,北京,66U2,2,65,35
业务平台后端开发工程师-火山引擎,后端,上海,9RXL,5,50,25
数据库开发工程师-sqlserver,后端,北京,G0697,2,45,25
激励增长服务端leader,后端,北京,O2214,1,40,20
网络自动化工程师,后端,杭州,S8646,2,60,30
资深后端业务架构师-电商方向,后端,北京,JAT9L,1,55,45
后端架构师-抖音电商业务中台,后端,杭州,K5054,10,55,35
服务端开发工程师-抖音支付,后端,杭州,JUCQP,10,60,20
服务端开发工程师-飞书开放平台,后端,北京,JDYL1,10,60,30
服务端(高级)研发工程师 - 智驾云方向,后端,杭州,JYCNV,3,60,30
后端研发工程师 - 飞书应用,后端,杭州,JUR62,3,60,30
数据库内核专家-OLAP引擎,后端,北京,5T8L,5,85,60
前端研发架构师-供应链,后端,北京,Z9629,2,100,50
AI-Lab 算法框架开发工程师 — 语音方向,后端,深圳,JM4ML,4,40,20
后端（资深）开发工程师-电商平台治理,后端,杭州,JH3UV,15,60,30
资深后端研发工程师-国际化电商C端,后端,杭州,JPTL,20,45,26
服务端研发工程师-飞书日历,后端,北京,Q4878,5,70,40
服务端研发工程师-Pico用户增长方向,后端,上海,W5349,10,80,40
边缘计算 Windows 研发工程师,后端,北京,TUPL,7,50,20
服务端研发工程师-国际化短视频(内容创作与消费),后端,上海,M8168,5,50,25
后端开发Leader-飞书邮箱,后端,广州,YDAL,3,100,50
国际支付高级研发工程师,后端,杭州,F2753,10,50,25
国际支付高级研发工程师 - 支付架构方向,后端,上海,P4998,15,50,30
光通信系统研发工程师,后端,上海,R3621A,2,60,30
服务端开发工程师-社区中台,后端,北京,J29NL,5,50,20
国际支付高级研发工程师 - 外汇方向,后端,杭州,U0359,10,50,25
光通信系统研发工程师,后端,杭州,U2381,2,60,30
国际支付高级研发工程师,后端,深圳,S4SL,10,50,25
资深架构师-零代码/低代码业务-安全&权限方向,后端,杭州,P4869,5,60,30
平台研发负责人-零代码/低代码业务-安全&权限方向,后端,杭州,T8515,3,60,30
光网络管控系统研发工程师,后端,深圳,G3737,2,60,30
后端开发工程师 - （抖音安全）,后端,北京,U6627,3,50,25
网络自动化工程师,后端,北京,B2524,2,60,30
后端开发工程师（架构方向）-电商,后端,北京,B4474,5,60,30
服务端开发工程师 - 飞书品质建设（北京/深圳）,后端,北京,G4581,2,60,30
网络研发工程师/资深专家,后端,北京,JUT9L,10,50,25
高级后端开发工程师--懂车帝Tech,后端,北京,C3698,2,80,50
后端开发工程师-运营平台方向 ,后端,北京,83WR1,2,40,20
资深后台开发工程师-飞书,后端,广州,JQJ5P,2,40,20
资深B端搜索研发工程师(中台方向)-飞书人力套件,后端,北京,JHMM1,3,80,40
后台开发Leader,后端,深圳,8L1H1,1,100,50
推荐系统架构高级工程师-抖音/西瓜视频/今日头条,后端,北京,834P1,3,44,22
交付工程师（后端方向）-飞书,后端,深圳,J41RV,6,40,20
资深后端研发工程师-电商C端搜索,后端,上海,JMHCV,10,45,35
后端开发工程师 — 星图平台,后端,杭州,H2N1,20,80,20
服务端技术负责人 — 抖音/火山,后端,北京,8CJ31,1,70,40
日志系统研发工程师,后端,北京,JUJ81,3,60,30
游戏C++服务器开发(资深)工程师-无双工作室-朝夕光年,后端,上海,JW6PP,5,50,30
智能平台工程师/架构师-抖音/火山,后端,北京,8E9R1,2,40,20
Go语言开发工程师-飞书,后端,深圳,LUK1,10,40,20
高级存储研发工程师,后端,北京,R5WR1,2,40,20
后端研发工程师-飞书股权激励,后端,北京,NB52,5,60,30
高级网络SRE工程师,后端,北京,J9BSP,7,50,20
游戏研发技术负责人-无双工作室-朝夕光年,后端,上海,T8PP,2,150,80
服务端高级开发工程师-直播安全,后端,上海,WSU2,10,50,30
资深后端开发工程师-飞书企业应用,后端,北京,J78GP,6,50,30
资深技术架构师,后端,深圳,J7Y32,2,90,65
后台开发工程师-工程效率方向,后端,广州,25LP,10,40,20
服务端高级研发工程师 - 短视频（基础技术方向）,后端,上海,333P,20,50,25
后端Leader（稳定性与运维方向）-飞书,后端,深圳,JNQ3P,1,60,30
服务端(高级)研发工程师 - 数据存储平台,后端,上海,JHKY1,5,50,20
高级应用开发工程师-容器安全,后端,南京,LY4P,2,50,25
后台开发工程师-工程效率方向,后端,深圳,QNLP,10,40,20
后端研发工程师-运营体系-火山引擎,后端,深圳,J39Q2,1,50,25
后端高级研发工程师 - 杭州,后端,杭州,J6C5V,3,50,25
业务中台服务端工程师,后端,北京,J8821,10,50,25
资深后端研发工程师-抖音电商商家产品,后端,北京,J5CP,5,45,35
Devops 研发工程师,后端,北京,8MFK1,2,40,20
搜索业务研发工程师,后端,上海,H6K1,20,60,30
大数据工程师,后端,北京,UEQ1,3,40,20
抖音直播服务端核心研发工程师-运营平台,后端,广州,L262,5,50,25
深度学习架构工程师-推荐系统,后端,北京,JT7VP,5,45,25
Java后端研发工程师-非中广告数据,后端,上海,WHR1,7,40,20
分布式存储产品化开发工程师,后端,北京,7XK1,10,50,25
大数据研发负责人-商业化技术,后端,杭州,JSRPP,3,50,30
资深架构师 - 质量中台方向,后端,上海,JKX5V,1,80,50
高级后端研发工程师-商业化技术,后端,杭州,JF22V,5,45,30
后台(高级)研发工程师,后端,北京,JA2J1,5,45,25
服务端安全开发工程师,后端,北京,J1BCP,1,40,20
分布式存储SRE工程师,后端,北京,JHR7P,10,50,25
服务端技术负责人,后端,深圳,JP2V1,1,80,40
资深后台开发工程师-飞书,后端,杭州,8XLP,3,60,30
AI-Lab 语音研发工程师 — 服务架构方向,后端,深圳,GKR2,4,60,30
服务端研发工程师-抖音平台研发,后端,深圳,Q8U2,20,60,30
后端研发工程师-流量中台,后端,北京,8JVJ1,5,45,25
平台开发工程师—Cloud IDE,后端,深圳,7T5P,15,50,25
SRE运维工程师-AI Lab,后端,北京,PU61,5,50,25
（资深）后端开发工程师-飞书企业应用,后端,上海,963V,10,60,30
后端开发工程师-算法工程方向,后端,上海,JXULP,2,55,30
地理位置中台方向高级/资深工程师,后端,深圳,KX51,5,40,20
运维开发工程师,后端,深圳,J9VFP,3,40,20
垂直行业广告研发工程师,后端,深圳,SVLV,10,60,30
大数据研发工程师,后端,北京,J8JV1,10,70,35
服务端研发负责人—抖音服务市场,后端,深圳,UP3V,20,80,40
资深后端研发工程师-电商业务中台,后端,北京,NJQP,5,45,35
后端高级开发工程师-数据生产和云方向,后端,广州,JA12V,5,50,25
服务端研发工程师,后端,北京,Q97P,10,40,20
后端研发工程师-国际化电商开放平台,后端,北京,2KD2,20,35,20
后端开发工程师-广州,后端,广州,N5E2,1,40,20
推荐架构高级工程师——直播,后端,深圳,TJ42,10,60,40
客服平台高级研发工程师,后端,深圳,XJ51,3,50,25
高级后端开发工程师 - 懂车帝,后端,重庆,8MV,5,60,40
抖音架构服务端高级研发工程师,后端,北京,JJDFP,15,60,22
Backend Software Engineer - Business Integrity,后端,新加坡,JRQGV,5,20000,10000
资深后台开发工程师-飞书,后端,深圳,725P,5,50,25
后端开发工程师-电商开放平台,后端,北京,JCTQP,3,45,20
后端架构工程师-飞书应用,后端,北京,J44M1,8,60,30
后端开发Leader-飞书业务应用,后端,北京,YA42,5,80,40
网络性能优化工程师/专家,后端,北京,L4SP,5,50,20
资深后台开发工程师-飞书,后端,广州,8C6P,3,60,30
资深后端研发工程师-电商开放平台,后端,杭州,RR861,10,45,35
高级Android研发工程师—抖音开放能力,后端,深圳,XQ5V,20,80,30
服务端技术负责人,后端,北京,RSAQ1,1,70,40
资深后端研发工程师-电商云,后端,杭州,XFN2,10,45,35
高级游戏服务器开发工程师-绿洲-朝夕光年,后端,北京,2W81,2,50,25
AI-Lab 语音研发工程师 — 数据平台方向,后端,上海,5UBP,1,40,20
数据洞察平台-智能化技术负责人,后端,南京,KDT1,5,40,20
高级研发工程师 - 质量中台方向,后端,上海,JC9U1,3,50,35
知识图谱平台研发工程师,后端,深圳,7WF1,10,40,20
服务端开发工程师 — 教育,后端,北京,RP9F1,5,40,20
高级服务端开发工程师 - 飞书,后端,北京,8N5D1,5,50,25
云游戏后台开发工程师,后端,深圳,J9161,10,40,20
Java开发工程师 - 交易系统,后端,北京,R5A51,50,60,30
资深后端研发工程师-抖音电商联盟业务,后端,上海,A1V,20,45,35
风控数据应用负责人,后端,北京,JH5VV,1,60,30
服务端(高级)研发工程师-CDN方向,后端,北京,8KVJ1,5,45,25
算法架构工程师-推荐系统,后端,北京,J9E8P,10,50,20
后端开发工程师-存储方向,后端,深圳,PAXP,10,40,20
后端研发工程师-抖音电商商家增长,后端,上海,JXUTP,30,35,20
SRE运维研发Leader,后端,深圳,4H8P,1,100,50
游戏服务器开发工程师-朝夕光年,后端,杭州,TH1,5,40,20
资深后端研发工程师-电商商品中台,后端,杭州,JURVP,5,45,35
后端开发工程师（业务中台）,后端,成都,TQMV,20,60,30
后端研发工程师-数据产品方向,后端,北京,P3K1,5,50,30
云计算IaaS产品SRE工程师,后端,杭州,JDVF2,20,50,25
服务端研发工程师-今日头条,后端,广州,JNJ2P,20,40,20
抖音直播社区服务端负责人,后端,广州,J2YPL,6,60,40
后端研发工程师-抖音电商数据产品,后端,北京,JLAQP,3,45,20
数据库管理平台开发工程师,后端,西安,SFU2,10,50,25
服务端研发Leader-抖音营销服务,后端,杭州,J2MBV,1,70,30
资深后端开发工程师/架构师-飞书人力套件,后端,广州,J8FJ2,1,70,35
高级后台开发-抖音直播,后端,广州,SYEP,6,50,25
Java高级研发工程师-客服中台引擎方向,后端,北京,JCGC1,30,50,20
后端研发Leader-飞书企业应用,后端,深圳,8XYR1,10,70,35
创意派生高级开发工程师,后端,上海,2PRV,2,50,30
后端开发工程师,后端,北京,JM3NP,3,70,30
高级/资深平台开发工程师,后端,深圳,Y3T1,5,40,20
边缘存储研发工程师,后端,杭州,J9K3P,10,50,30
服务端高级研发工程师 - 短视频（用户增长方向） ,后端,杭州,VWCP,20,50,25
资深后端研发工程师-线索营销平台,后端,北京,JVDLV,1,60,30
后端开发leader-飞书文档-稳定性方向,后端,深圳,YQMV,1,100,50
高级后端研发工程师,后端,北京,JAFB2,10,65,35
服务端leader-抖音公益,后端,武汉,J4X7V,1,100,40
后端开发工程师-智能客服方向,后端,杭州,JMTHP,3,40,20
搜索后端工程师-飞书,后端,深圳,QL1P,10,40,20
云网络NFV高级研发工程师,后端,成都,JG9VV,5,50,20
服务端leader-抖音（杭州）,后端,杭州,JFM52,1,70,35
高级后端开发工程师-数据流方向,后端,北京,R13K1,5,50,30
后端研发专家/高级工程师-大数据查询服务,后端,杭州,J7NC2,5,75,45
服务端工程师-地理位置方向,后端,上海,JYNU2,10,50,30
后端研发工程师-供应链 ,后端,深圳,JFKFV,1,60,30
数据传输服务开发工程师,后端,西安,JCMU2,10,50,25
后端开发工程师-飞书业务应用,后端,广州,8CMD1,8,40,20
资深后端研发工程师-电商C端搜索,后端,北京,JJCNV,10,45,35
资深后端研发工程师-电商商家产品,后端,杭州,94WP,20,45,35
网络技术运营工程师,后端,北京,LSW1,5,50,25
服务端(高级)研发工程师-流量中台,后端,北京,8T2J1,5,45,25
全栈工程师,后端,北京,8HX1,2,40,20
AI-Lab机器学习算法引擎研发工程师 —语音方向,后端,深圳,J45R2,5,60,30
